Make,Model,Vehicle_Model,Year,Mileage,Engine_Size,Fuel_Type,Transmission,Price
TOYOTA,HIACE VAN DX GL PKG,TOYOTA HIACE VAN DX GL PKG,2012,178000,2000,PETROL,AT,7500.0
TOYOTA,COROLLA FIELDER 1.8S,TOYOTA COROLLA FIELDER 1.8S,2007,112000,1800,PETROL,AT,2550.0
MAZDA,FAMILIA VAN VE,MAZDA FAMILIA VAN VE,2019,144000,1500,PETROL,AT,5100.0
NISSAN,NOTE X DIG-S,NISSAN NOTE X DIG-S,2012,105000,1200,PETROL,AT,1100.0
TOYOTA,COROLLA FIELDER 1.5X,TOYOTA COROLLA FIELDER 1.5X,2007,138000,1500,PETROL,AT,2700.0
TOYOTA,COROLLA FIELDER HYBRID G,TOYOTA COROLLA FIELDER HYBRID G,2014,208000,1500,HYBRID(PETROL),AT,3100.0
TOYOTA,COROLLA FIELDER HYBRID G,TOYOTA COROLLA FIELDER HYBRID G,2014,106000,1500,HYBRID(PETROL),AT,3300.0
TOYOTA,COROLLA FIELDER HYBRID G AERO TOURER WXB,TOYOTA COROLLA FIELDER HYBRID G AERO TOURER WXB,2014,116000,1500,HYBRID(PETROL),AT,4300.0
TOYOTA,COROLLA FIELDER HYBRID G AERO TOURER,TOYOTA COROLLA FIELDER HYBRID G AERO TOURER,2014,165000,1500,HYBRID(PETROL),AT,3100.0
HONDA,ACTY VAN SDX,HONDA ACTY VAN SDX,2018,101000,660,PETROL,AT,2290.0
TOYOTA,WISH X S PACKAGE,TOYOTA WISH X S PACKAGE,2005,136000,1800,PETROL,AT,3100.0
TOYOTA,WISH 2.0Z,TOYOTA WISH 2.0Z,2009,159000,2000,PETROL,AT,2590.0
MITSUBISHI,ROSA 26SEATER,MITSUBISHI ROSA 26SEATER,2003,111000,4200,DIESEL,MT,19310.0
NISSAN,SYLPHY S,NISSAN SYLPHY S,2017,85000,1800,PETROL,AT,3380.0
HONDA,SHUTTLE HYBRID HONDA SENSING,HONDA SHUTTLE HYBRID HONDA SENSING,2018,159000,1500,HYBRID(PETROL),AT,4190.0
TOYOTA,PREMIO X L PKG,TOYOTA PREMIO X L PKG,2007,85000,1800,PETROL,AT,4680.0
TOYOTA,PREMIO F L PKG,TOYOTA PREMIO F L PKG,2005,84000,1500,PETROL,AT,4190.0
LEXUS,IS IS250 VERSION L,LEXUS IS IS250 VERSION L,2009,87000,2500,PETROL,AT,3380.0
TOYOTA,CROWN ATHLETE NAVI PKG,TOYOTA CROWN ATHLETE NAVI PKG,2008,136000,2500,PETROL,AT,3580.0
TOYOTA,VELLFIRE 2.4X,TOYOTA VELLFIRE 2.4X,2008,161000,2400,PETROL,AT,2460.0
TOYOTA,WISH G,TOYOTA WISH G,2003,94000,2000,PETROL,AT,1810.0
TOYOTA,VELLFIRE 2.4X,TOYOTA VELLFIRE 2.4X,2013,178000,2400,PETROL,AT,2780.0
NISSAN,XTRAIL 20S,NISSAN XTRAIL 20S,2009,258000,1990,PETROL,AT,2230.0
TOYOTA,COROLLA AXIO HYBRID G,TOYOTA COROLLA AXIO HYBRID G,2019,185000,1500,HYBRID(PETROL),AT,5380.0
HONDA,STEPWAGON SPADA S,HONDA STEPWAGON SPADA S,2014,128000,2000,PETROL,AT,4520.0
HINO,DUTRO 2.0t FLAT BODY,HINO DUTRO 2.0t FLAT BODY,2006,292000,4900,DIESEL,MT,9080.0
NISSAN,XTRAIL 20X EMERGENCY BRAKE PKG,NISSAN XTRAIL 20X EMERGENCY BRAKE PKG,2015,135000,1997,PETROL,AT,3800.0
NISSAN,XTRAIL 20XI,NISSAN XTRAIL 20XI,2021,61000,2000,PETROL,AT,9300.0
MITSUBISHI,CANTER TRUCK 1.25t W CAB,MITSUBISHI CANTER TRUCK 1.25t W CAB,2005,419000,3000,DIESEL,MT,4050.0
NISSAN,XTRAIL 20X BLACK EXTREMER X,NISSAN XTRAIL 20X BLACK EXTREMER X,2015,154000,2000,PETROL,AT,4240.0
NISSAN,XTRAIL 20X,NISSAN XTRAIL 20X,2011,139000,2000,PETROL,AT,2530.0
MERCEDES,C CLASS C200,MERCEDES C CLASS C200,2011,32000,1800,PETROL,AT,3980.0
HONDA,VEZEL E:HEV X,HONDA VEZEL E:HEV X,2021,64000,1500,HYBRID(PETROL),AT,13900.0
TOYOTA,VOXY X L EDITION,TOYOTA VOXY X L EDITION,2009,157000,2000,PETROL,AT,2100.0
MITSUBISHI,PAJERO MINI XR,MITSUBISHI PAJERO MINI XR,2007,135000,660,PETROL,AT,1560.0
SUZUKI,JIMNY XC,SUZUKI JIMNY XC,2005,164000,660,PETROL,AT,1700.0
TOYOTA,VOXY ZS KIRAMEKI,TOYOTA VOXY ZS KIRAMEKI,2018,111000,2000,PETROL,AT,10330.0
TOYOTA,VOXY ZS KIRAMEKI,TOYOTA VOXY ZS KIRAMEKI,2018,65000,2000,PETROL,AT,10650.0
TOYOTA,VOXY ZS KIRAMEKI,TOYOTA VOXY ZS KIRAMEKI,2015,209000,2000,PETROL,AT,6200.0
TOYOTA,VOXY ZS KIRAMEKI,TOYOTA VOXY ZS KIRAMEKI,2015,102000,2000,PETROL,AT,6460.0
TOYOTA,SIENTA G,TOYOTA SIENTA G,2009,138000,1500,PETROL,AT,2040.0
TOYOTA,VOXY ZS KIRAMEKI 2,TOYOTA VOXY ZS KIRAMEKI 2,2009,133000,2000,PETROL,AT,2200.0
MAZDA,CX5 XD,MAZDA CX5 XD,2013,51000,2200,DIESEL,AT,3150.0
MAZDA,CX3 XD,MAZDA CX3 XD,2015,148000,1500,DIESEL,AT,3250.0
TOYOTA,NOAH X SMART EDITION,TOYOTA NOAH X SMART EDITION,2010,216000,1980,PETROL,AT,2460.0
TOYOTA,ALLION A15 G PKG,TOYOTA ALLION A15 G PKG,2005,166000,1500,PETROL,AT,3480.0
TOYOTA,ALLION A15 G PKG,TOYOTA ALLION A15 G PKG,2005,80000,1500,PETROL,AT,3880.0
TOYOTA,NOAH X SPECIAL EDITION,TOYOTA NOAH X SPECIAL EDITION,2007,66000,2000,PETROL,AT,1620.0
TOYOTA,NOAH X V SELECTION,TOYOTA NOAH X V SELECTION,2004,82000,2000,PETROL,AT,1780.0
MITSUBISHI,EK WAGON M,MITSUBISHI EK WAGON M,2013,114000,660,PETROL,AT,1060.0
TOYOTA,LITEACE NOAH G 10 MILLION SELECTION,TOYOTA LITEACE NOAH G 10 MILLION SELECTION,2001,172000,2000,PETROL,AT,5040.0
MITSUBISHI,EK WAGON M,MITSUBISHI EK WAGON M,2018,114000,660,PETROL,AT,1790.0
TOYOTA,AQUA X,TOYOTA AQUA X,2023,42000,1500,HYBRID(PETROL),AT,6420.0
TOYOTA,RACTIS G,TOYOTA RACTIS G,2013,104000,1300,PETROL,AT,2400.0
TOYOTA,RACTIS X V PKG,TOYOTA RACTIS X V PKG,2013,35000,1300,PETROL,AT,2400.0
TOYOTA,RACTIS G SMART STOP SELECTION,TOYOTA RACTIS G SMART STOP SELECTION,2012,62000,1300,PETROL,AT,2300.0
TOYOTA,RACTIS LEPICE,TOYOTA RACTIS LEPICE,2011,91000,1500,PETROL,AT,2250.0
TOYOTA,PASSO X S,TOYOTA PASSO X S,2021,161000,1000,PETROL,AT,3500.0
TOYOTA,PASSO X S,TOYOTA PASSO X S,2019,121000,1000,PETROL,AT,3500.0
TOYOTA,PASSO X S,TOYOTA PASSO X S,2019,106000,1000,PETROL,AT,3600.0
DAIHATSU,MOVE L,DAIHATSU MOVE L,2015,181000,660,PETROL,AT,1200.0
DAIHATSU,MOVE X SA2,DAIHATSU MOVE X SA2,2015,195000,660,PETROL,AT,1200.0
DAIHATSU,MOVE CUSTOM G,DAIHATSU MOVE CUSTOM G,2011,121000,650,PETROL,AT,750.0
DAIHATSU,MOVE CUSTOM X LTD,DAIHATSU MOVE CUSTOM X LTD,2011,124000,660,PETROL,AT,750.0
TOYOTA,PASSO X S,TOYOTA PASSO X S,2019,87000,1000,PETROL,AT,3700.0
TOYOTA,AQUA L,TOYOTA AQUA L,2021,238000,1500,HYBRID(PETROL),AT,4000.0
TOYOTA,AQUA L,TOYOTA AQUA L,2021,153000,1500,HYBRID(PETROL),AT,4100.0
TOYOTA,PASSO X S,TOYOTA PASSO X S,2019,84000,1000,PETROL,AT,3650.0
TOYOTA,AQUA L,TOYOTA AQUA L,2018,138000,1500,HYBRID(PETROL),AT,3950.0
TOYOTA,AQUA L,TOYOTA AQUA L,2018,125000,1500,HYBRID(PETROL),AT,3960.0
TOYOTA,PASSO X L PKG S,TOYOTA PASSO X L PKG S,2018,88000,1000,PETROL,AT,3100.0
TOYOTA,PASSO X,TOYOTA PASSO X,2018,75000,1000,PETROL,AT,3150.0
NISSAN,TIIDA 15M,NISSAN TIIDA 15M,2012,40000,1500,PETROL,AT,1200.0
TOYOTA,PIXIS EPOCH L,TOYOTA PIXIS EPOCH L,2014,76000,660,PETROL,AT,1700.0
DAIHATSU,MOVE CUSTOM X,DAIHATSU MOVE CUSTOM X,2007,120000,660,PETROL,AT,680.0
DAIHATSU,MOVE L,DAIHATSU MOVE L,2007,204000,660,PETROL,AT,700.0
DAIHATSU,MOVE X LTD,DAIHATSU MOVE X LTD,2007,100000,660,PETROL,AT,750.0
DAIHATSU,MOVE CUSTOM X LTD,DAIHATSU MOVE CUSTOM X LTD,2007,105000,660,PETROL,AT,680.0
DAIHATSU,MIRA ES L SA,DAIHATSU MIRA ES L SA,2014,103000,660,PETROL,AT,1350.0
TOYOTA,HARRIER PREMIUM,TOYOTA HARRIER PREMIUM,2014,182000,2000,PETROL,AT,8400.0
TOYOTA,PASSO MODA S,TOYOTA PASSO MODA S,2017,117000,1000,PETROL,AT,3100.0
NISSAN,MARCH S,NISSAN MARCH S,2017,171000,1200,PETROL,AT,2000.0
HONDA,FREED G AERO JUST SELECTION,HONDA FREED G AERO JUST SELECTION,2010,136000,1500,PETROL,AT,1420.0
NISSAN,MARCH S,NISSAN MARCH S,2015,138000,1200,PETROL,AT,1250.0
NISSAN,MARCH X V SELECTION,NISSAN MARCH X V SELECTION,2016,104000,1200,PETROL,AT,1890.0
NISSAN,MARCH X V SELECTION,NISSAN MARCH X V SELECTION,2014,126000,1200,PETROL,AT,1150.0
TOYOTA,PASSO X G PKG,TOYOTA PASSO X G PKG,2017,44000,1000,PETROL,AT,3150.0
BMW,X1,BMW X1,2011,99000,2000,PETROL,AT,1950.0
TOYOTA,VANGUARD 240S,TOYOTA VANGUARD 240S,2011,199000,2400,PETROL,AT,5030.0
HONDA,FIT BASIC,HONDA FIT BASIC,2021,122000,1300,PETROL,AT,5800.0
TOYOTA,VANGUARD 240S PKG,TOYOTA VANGUARD 240S PKG,2010,132000,2400,PETROL,AT,5800.0
HONDA,LIFE DIVA SMART STYLE,HONDA LIFE DIVA SMART STYLE,2011,128000,660,PETROL,AT,800.0
TOYOTA,VANGUARD 240S,TOYOTA VANGUARD 240S,2008,231000,2400,PETROL,AT,4600.0
TOYOTA,AURIS 180G,TOYOTA AURIS 180G,2006,122000,1800,PETROL,AT,2250.0
TOYOTA,RAV4,TOYOTA RAV4,2021,57000,2000,PETROL,AT,14800.0
NISSAN,KICKS X,NISSAN KICKS X,2022,105000,1200,HYBRID(PETROL),AT,8300.0
SUZUKI,HUSTLER G,SUZUKI HUSTLER G,2017,206000,660,HYBRID(PETROL),AT,1840.0
SUZUKI,HUSTLER G,SUZUKI HUSTLER G,2019,50000,660,HYBRID(PETROL),AT,3500.0
TOYOTA,HARRIER PREMIUM ADVANCED PKG,TOYOTA HARRIER PREMIUM ADVANCED PKG,2015,135000,2000,PETROL,AT,7800.0
TOYOTA,HARRIER G,TOYOTA HARRIER G,2023,114000,2000,PETROL,AT,15500.0
SUBARU,FORESTER 2.0XT EYESITE,SUBARU FORESTER 2.0XT EYESITE,2018,36000,2000,PETROL,AT,7600.0
MAZDA,DEMIO 13C,MAZDA DEMIO 13C,2018,78000,1300,PETROL,AT,3930.0
SUBARU,FORESTER X BRAKE,SUBARU FORESTER X BRAKE,2015,125000,2000,PETROL,AT,4900.0
MAZDA,DEMIO 13S TOURING,MAZDA DEMIO 13S TOURING,2017,93000,1300,PETROL,AT,3550.0
SUBARU,FORESTER 2.0I L EYESIGHT,SUBARU FORESTER 2.0I L EYESIGHT,2013,149000,2000,PETROL,AT,4500.0
MAZDA,DEMIO 13 SKYACTIVE,MAZDA DEMIO 13 SKYACTIVE,2013,211000,1300,PETROL,AT,1450.0
TOYOTA,ESQUIRE GI PREMIUM PKG,TOYOTA ESQUIRE GI PREMIUM PKG,2018,87000,2000,PETROL,AT,8910.0
TOYOTA,ESQUIRE Xi,TOYOTA ESQUIRE Xi,2015,91000,2000,PETROL,AT,5170.0
NISSAN,DAYZ ROOX X,NISSAN DAYZ ROOX X,2019,33000,660,PETROL,AT,2850.0
TOYOTA,ALPHARD 350X,TOYOTA ALPHARD 350X,2010,138000,3500,PETROL,AT,3230.0
TOYOTA,AQUA S STYLE BLACK,TOYOTA AQUA S STYLE BLACK,2017,147000,1500,HYBRID(PETROL),AT,3700.0
TOYOTA,ALPHARD 240S LIMITED,TOYOTA ALPHARD 240S LIMITED,2010,224000,2400,PETROL,AT,3100.0
TOYOTA,AQUA S,TOYOTA AQUA S,2017,141000,1500,HYBRID(PETROL),AT,3950.0
SUBARU,FORESTER AIR BREAK,SUBARU FORESTER AIR BREAK,2006,67000,2000,PETROL,AT,2800.0
TOYOTA,AQUA L,TOYOTA AQUA L,2016,220000,1500,HYBRID(PETROL),AT,3150.0
TOYOTA,AQUA S STYLE BLACK,TOYOTA AQUA S STYLE BLACK,2016,173000,1500,HYBRID(PETROL),AT,3360.0
TOYOTA,AQUA S,TOYOTA AQUA S,2016,247000,1500,HYBRID(PETROL),AT,3250.0
TOYOTA,ALPHARD AS LTD,TOYOTA ALPHARD AS LTD,2005,162000,2400,PETROL,AT,2520.0
TOYOTA,HIACE VAN SUPER GL-E,TOYOTA HIACE VAN SUPER GL-E,2003,100000,2000,PETROL,AT,9200.0
TOYOTA,REGIUSACE VAN DX GL PKG,TOYOTA REGIUSACE VAN DX GL PKG,2008,253000,3000,DIESEL,AT,6410.0
HINO,RANGER 3.3t DUMP,HINO RANGER 3.3t DUMP,2013,100000,5100,DIESEL,6MT,15930.0
TOYOTA,TOYOACE TRUCK 1.25t FLAT BODY,TOYOTA TOYOACE TRUCK 1.25t FLAT BODY,1997,109000,2800,DIESEL,MT,6920.0
HONDA,FIT L,HONDA FIT L,2011,120000,1300,PETROL,AT,1700.0
HONDA,FIT G,HONDA FIT G,2011,204000,1300,PETROL,AT,1600.0
TOYOTA,COROLLA HYBRID G-X,TOYOTA COROLLA HYBRID G-X,2020,154000,1800,HYBRID(PETROL),AT,7580.0
BMW,3 SERIES 320I M SPORT PKG,BMW 3 SERIES 320I M SPORT PKG,2011,73000,2000,PETROL,AT,1980.0
TOYOTA,ALLION A15,TOYOTA ALLION A15,2011,176000,1500,PETROL,AT,5810.0
TOYOTA,PREMIO F,TOYOTA PREMIO F,2017,95000,1500,PETROL,AT,10780.0
TOYOTA,ALLION A15 G PKG,TOYOTA ALLION A15 G PKG,2008,95000,1500,PETROL,AT,5050.0
TOYOTA,ALLION A15,TOYOTA ALLION A15,2006,47000,1500,PETROL,AT,4010.0
NISSAN,LATIO G,NISSAN LATIO G,2014,134000,1200,PETROL,AT,1520.0
TOYOTA,MARK X 250G F PKG,TOYOTA MARK X 250G F PKG,2014,120000,2500,PETROL,AT,4160.0
TOYOTA,CROWN ROYAL SALOON,TOYOTA CROWN ROYAL SALOON,2012,227000,2500,PETROL,AT,2480.0
TOYOTA,CROWN HYBRID ROYAL SALOON,TOYOTA CROWN HYBRID ROYAL SALOON,2016,143000,2500,HYBRID(PETROL),AT,8380.0
TOYOTA,DYNA 2.0t FLAT BODY,TOYOTA DYNA 2.0t FLAT BODY,2019,261000,4000,DIESEL,MT,12200.0
MITSUBISHI,EK WAGON G,MITSUBISHI EK WAGON G,2009,121000,660,PETROL,AT,1070.0
TOYOTA,HARRIER HYBRID G LEATHER PACKAGE,TOYOTA HARRIER HYBRID G LEATHER PACKAGE,2021,86000,2487,HYBRID(PETROL),AT,15500.0
TOYOTA,HARRIER HYBRID ELEGANCE,TOYOTA HARRIER HYBRID ELEGANCE,2014,94000,2493,HYBRID(PETROL),AT,8200.0
SUZUKI,ALTO L,SUZUKI ALTO L,2019,100000,660,PETROL,AT,2440.0
HONDA,FIT HYBRID HYBRID S HONDA SENSING,HONDA FIT HYBRID HYBRID S HONDA SENSING,2017,109000,1500,HYBRID(PETROL),AT,5100.0
HONDA,FIT HYBRID HYBRID L HONDA SENSING,HONDA FIT HYBRID HYBRID L HONDA SENSING,2017,192000,1500,HYBRID(PETROL),AT,4510.0
HONDA,FIT HYBRID HYBRID L HONDA SENSING,HONDA FIT HYBRID HYBRID L HONDA SENSING,2019,135000,1500,HYBRID(PETROL),AT,5500.0
TOYOTA,TOWNACE VAN DX,TOYOTA TOWNACE VAN DX,2021,165000,1500,PETROL,AT,5710.0
TOYOTA,TOWNACE VAN DX,TOYOTA TOWNACE VAN DX,2020,235000,1500,PETROL,AT,5200.0
TOYOTA,SUCCEED VAN UL-X,TOYOTA SUCCEED VAN UL-X,2017,117000,1500,PETROL,AT,4750.0
TOYOTA,HIACE VAN DX,TOYOTA HIACE VAN DX,2019,156000,2000,PETROL,AT,9000.0
TOYOTA,COROLLA FIELDER HYBRID,TOYOTA COROLLA FIELDER HYBRID,2019,159000,1500,HYBRID(PETROL),AT,5890.0
HONDA,ACTY VAN SDX,HONDA ACTY VAN SDX,2017,141000,660,PETROL,AT,2240.0
HONDA,FIT HYBRID HYBRID L PKG,HONDA FIT HYBRID HYBRID L PKG,2014,121000,1500,HYBRID(PETROL),AT,2340.0
HONDA,FIT HYBRID HYBRID F PACKAGE,HONDA FIT HYBRID HYBRID F PACKAGE,2014,125000,1500,HYBRID(PETROL),AT,2260.0
HONDA,FIT HYBRID HYBRID F PACKAGE,HONDA FIT HYBRID HYBRID F PACKAGE,2015,139000,1500,HYBRID(PETROL),AT,2200.0
NISSAN,NOTE X V SELECTION + SAFETY II,NISSAN NOTE X V SELECTION + SAFETY II,2016,93000,1200,PETROL,AT,2540.0
TOYOTA,PORTE F A LA MODE,TOYOTA PORTE F A LA MODE,2015,186000,1500,PETROL,AT,1500.0
NISSAN,NOTE MEDALIST X,NISSAN NOTE MEDALIST X,2020,47000,1200,PETROL,AT,4040.0
NISSAN,NOTE X V SELECTION PLUS SAFETY 2,NISSAN NOTE X V SELECTION PLUS SAFETY 2,2016,40000,1200,PETROL,AT,2430.0
TOYOTA,RAV4 G,TOYOTA RAV4 G,2020,86000,2000,PETROL,AT,14500.0
NISSAN,JUKE 15RX TYPE V,NISSAN JUKE 15RX TYPE V,2013,85000,1500,PETROL,AT,2610.0
MAZDA,AXELA SPORT 20C SKY ACTIVE,MAZDA AXELA SPORT 20C SKY ACTIVE,2012,116000,2000,PETROL,AT,1300.0
HONDA,FIT HYBRID HYBRID,HONDA FIT HYBRID HYBRID,2014,117000,1300,HYBRID(PETROL),AT,1640.0
SUZUKI,ALTO G,SUZUKI ALTO G,2012,61000,660,PETROL,AT,1010.0
TOYOTA,VELLFIRE 2.4Z,TOYOTA VELLFIRE 2.4Z,2013,220000,2400,PETROL,AT,2590.0
TOYOTA,VELLFIRE Z PLATINUM SELECTION,TOYOTA VELLFIRE Z PLATINUM SELECTION,2010,145000,2400,PETROL,AT,2780.0
DAIHATSU,MIRA L,DAIHATSU MIRA L,2007,169000,660,PETROL,AT,1130.0
NISSAN,NOTE X DIG-S,NISSAN NOTE X DIG-S,2013,155000,1200,PETROL,AT,1160.0
HONDA,FIT HYBRID HYBRID SMART SELECTION,HONDA FIT HYBRID HYBRID SMART SELECTION,2011,144000,1300,HYBRID(PETROL),AT,1400.0
NISSAN,NOTE X,NISSAN NOTE X,2013,130000,1200,PETROL,AT,1210.0
TOYOTA,VITZ U,TOYOTA VITZ U,2010,42000,1500,PETROL,AT,2480.0
TOYOTA,VELLFIRE Z PLATINUM SELECTION,TOYOTA VELLFIRE Z PLATINUM SELECTION,2010,138000,2400,PETROL,AT,2780.0
HONDA,STEPWAGON SPADA Z COOL SPIRIT,HONDA STEPWAGON SPADA Z COOL SPIRIT,2014,119000,2000,PETROL,AT,5040.0
HONDA,STEPWAGON G COMFORT SELECTION,HONDA STEPWAGON G COMFORT SELECTION,2013,167000,2000,PETROL,AT,1360.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2015,233000,1500,PETROL,AT,2080.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2011,152000,1500,PETROL,AT,1260.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2011,190000,1500,PETROL,AT,1170.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2011,278000,1500,PETROL,AT,1110.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2011,122000,1500,PETROL,AT,1290.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2011,135000,1500,PETROL,AT,1290.0
SUZUKI,SWIFT XG,SUZUKI SWIFT XG,2011,169000,1200,PETROL,AT,1250.0
SUZUKI,SWIFT XG L PKG,SUZUKI SWIFT XG L PKG,2007,111000,1200,PETROL,AT,860.0
SUZUKI,SWIFT XL,SUZUKI SWIFT XL,2011,105000,1200,PETROL,AT,1350.0
NISSAN,TIIDA 15M,NISSAN TIIDA 15M,2009,106000,1500,PETROL,AT,1150.0
NISSAN,TIIDA 15M,NISSAN TIIDA 15M,2009,59000,1500,PETROL,AT,1200.0
TOYOTA,RACTIS LEPICE,TOYOTA RACTIS LEPICE,2011,63000,1300,PETROL,AT,2400.0
TOYOTA,RACTIS G HID SELECTION,TOYOTA RACTIS G HID SELECTION,2010,88000,1500,PETROL,AT,2200.0
HONDA,INSIGHT G,HONDA INSIGHT G,2009,135000,1300,HYBRID(PETROL),AT,950.0
HONDA,INSIGHT G,HONDA INSIGHT G,2009,197000,1300,HYBRID(PETROL),AT,900.0
HONDA,INSIGHT L,HONDA INSIGHT L,2009,126000,1300,HYBRID(PETROL),AT,950.0
HONDA,INSIGHT G,HONDA INSIGHT G,2011,54000,1300,HYBRID(PETROL),AT,1010.0
TOYOTA,PASSO X L PKG S,TOYOTA PASSO X L PKG S,2020,25000,1000,PETROL,AT,4000.0
HONDA,FIT 13G L HONDA SENSING,HONDA FIT 13G L HONDA SENSING,2019,71000,1300,PETROL,AT,5700.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2010,113000,1500,PETROL,AT,1330.0
HONDA,FREED G AERO HIGHWAY EDITION,HONDA FREED G AERO HIGHWAY EDITION,2010,127000,1500,PETROL,AT,1460.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2011,86000,1500,PETROL,AT,1340.0
HONDA,VEZEL HYBRID Z HONDA SENSING,HONDA VEZEL HYBRID Z HONDA SENSING,2017,112000,1500,HYBRID(PETROL),AT,8160.0
HONDA,VEZEL HYBRID X HONDA SENSING,HONDA VEZEL HYBRID X HONDA SENSING,2017,105000,1500,HYBRID(PETROL),AT,8150.0
HONDA,VEZEL HYBRID RS HONDA SENSING,HONDA VEZEL HYBRID RS HONDA SENSING,2017,148000,1500,HYBRID(PETROL),AT,8200.0
TOYOTA,PASSO X IRODORI,TOYOTA PASSO X IRODORI,2009,70000,1000,PETROL,AT,900.0
HONDA,LIFE G,HONDA LIFE G,2012,138000,660,PETROL,AT,780.0
HONDA,FREED G L PKG,HONDA FREED G L PKG,2009,172000,1500,PETROL,AT,1170.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2009,189000,1500,PETROL,AT,1140.0
HONDA,FREED G AERO JUST SELECTION,HONDA FREED G AERO JUST SELECTION,2009,171000,1500,PETROL,AT,1230.0
HONDA,FREED G AERO L PKG,HONDA FREED G AERO L PKG,2009,167000,1500,PETROL,AT,1290.0
HONDA,FREED G JUST SELECTION,HONDA FREED G JUST SELECTION,2009,105000,1500,PETROL,AT,1230.0
NISSAN,XTRAIL AUTECH I PKG,NISSAN XTRAIL AUTECH I PKG,2019,200000,1997,PETROL,AT,7700.0
HONDA,LIFE DIVA SMART STYLE,HONDA LIFE DIVA SMART STYLE,2011,109000,660,PETROL,AT,830.0
HONDA,FREED G L PACKAGE,HONDA FREED G L PACKAGE,2008,183000,1500,PETROL,AT,1100.0
HONDA,VEZEL HYBRID X HONDA SENSING,HONDA VEZEL HYBRID X HONDA SENSING,2020,126000,1500,HYBRID(PETROL),AT,10400.0
TOYOTA,ALPHARD 2.5X,TOYOTA ALPHARD 2.5X,2020,76000,2500,PETROL,AT,14840.0
LEXUS,NX NX200T I PKG,LEXUS NX NX200T I PKG,2014,180000,2000,PETROL,AT,10100.0
TOYOTA,ALPHARD 2.5S A PKG  TYPE BLACK,TOYOTA ALPHARD 2.5S A PKG  TYPE BLACK,2017,133000,2500,PETROL,AT,10970.0
HONDA,LIFE G,HONDA LIFE G,2011,97000,660,PETROL,AT,760.0
TOYOTA,ALPHARD S C PKG,TOYOTA ALPHARD S C PKG,2016,145000,2500,PETROL,AT,11940.0
HONDA,FIT G SMART STYLE EDITION,HONDA FIT G SMART STYLE EDITION,2009,133000,1300,PETROL,AT,1650.0
MAZDA,CX5 XD,MAZDA CX5 XD,2013,122000,2200,DIESEL,AT,3220.0
MAZDA,CX5 XD L PKG,MAZDA CX5 XD L PKG,2015,220000,2200,DIESEL,AT,3480.0
HONDA,FIT 1.3A,HONDA FIT 1.3A,2006,99000,1300,PETROL,AT,1500.0
MAZDA,DEMIO 13C V SMART EDITION 2,MAZDA DEMIO 13C V SMART EDITION 2,2014,106000,1300,PETROL,AT,1950.0
MAZDA,DEMIO 13C V,MAZDA DEMIO 13C V,2007,73000,1300,PETROL,AT,1350.0
NISSAN,DAYZ B,NISSAN DAYZ B,2019,73000,660,PETROL,AT,3010.0
TOYOTA,AQUA L,TOYOTA AQUA L,2020,202000,1500,HYBRID(PETROL),AT,4240.0
TOYOTA,AQUA L,TOYOTA AQUA L,2017,110000,1500,HYBRID(PETROL),AT,3690.0
TOYOTA,AQUA S,TOYOTA AQUA S,2017,141000,1500,HYBRID(PETROL),AT,3700.0
NISSAN,WINGROAD 15B,NISSAN WINGROAD 15B,2015,169000,1500,PETROL,AT,1420.0
NISSAN,SYLPHY S,NISSAN SYLPHY S,2016,75000,1800,PETROL,AT,3020.0
HONDA,SHUTTLE HYBRID X,HONDA SHUTTLE HYBRID X,2017,142000,1500,HYBRID(PETROL),AT,4280.0
TOYOTA,PREMIO F,TOYOTA PREMIO F,2015,189000,1500,PETROL,AT,7020.0
TOYOTA,MARK X 250G,TOYOTA MARK X 250G,2007,55000,2500,PETROL,AT,1790.0
TOYOTA,CROWN ROYAL SALOON,TOYOTA CROWN ROYAL SALOON,2007,209000,3000,PETROL,AT,1880.0
TOYOTA,CROWN ROYAL SALOON,TOYOTA CROWN ROYAL SALOON,2004,89000,2500,PETROL,AT,1780.0
TOYOTA,CROWN ATHLETE,TOYOTA CROWN ATHLETE,2004,186000,2500,PETROL,AT,2380.0
TOYOTA,COROLLA AXIO X,TOYOTA COROLLA AXIO X,2017,23000,1500,PETROL,AT,6780.0
MERCEDES,C CLASS C200 AVANTGARDE AMG LINE,MERCEDES C CLASS C200 AVANTGARDE AMG LINE,2014,59000,2000,PETROL,AT,8910.0
TOYOTA,ALLION A15 STANDARD PKG,TOYOTA ALLION A15 STANDARD PKG,2005,113000,1500,PETROL,AT,3590.0
HONDA,FIT G F PACKAGE,HONDA FIT G F PACKAGE,2009,124000,1300,PETROL,AT,1810.0
